	OrphaNumber	Disease_name	GeneAssociationCount	Associated_genes	Gene_IDs	Association_types	Association_statuses
783	158772	Nodular urticaria pigmentosa	1	['KIT proto-oncogene, receptor tyrosine kinase']	[{'ExternalReference': [{'id': '58304', 'Source': 'Ensembl', 'Reference': 'ENSG00000157404'}, {'id': '30702', 'Source': 'Genatlas', 'Reference': 'KIT'}, {'id': '30700', 'Source': 'HGNC', 'Reference': '6342'}, {'id': '82976', 'Source': 'IUPHAR', 'Reference': '1805'}, {'id': '30699', 'Source': 'OMIM', 'Reference': '164920'}, {'id': '58305', 'Source': 'Reactome', 'Reference': 'P10721'}, {'id': '33373', 'Source': 'SwissProt', 'Reference': 'P10721'}], 'count': '7'}]	['Disease-causing germline mutation(s) in']	['Assessed']
784	1986	Gollop-Wolfgang complex	1	['basic helix-loop-helix family member a9']	[{'ExternalReference': [{'id': '60890', 'Source': 'Ensembl', 'Reference': 'ENSG00000205899'}, {'id': '82593', 'Source': 'Genatlas', 'Reference': 'BHLHA9'}, {'id': '60888', 'Source': 'HGNC', 'Reference': '35126'}, {'id': '82592', 'Source': 'OMIM', 'Reference': '615416'}, {'id': '60889', 'Source': 'SwissProt', 'Reference': 'Q7RTU4'}], 'count': '5'}]	['Role in the phenotype of']	['Assessed']
785	1980	Bilateral striopallidodentate calcinosis	5	['myogenesis regulating glycosidase (putative)', 'platelet derived growth factor receptor beta', 'platelet derived growth factor subunit B', 'solute carrier family 20 member 2', 'xenotropic and polytropic retrovirus receptor 1']	[{'ExternalReference': [{'id': '163062', 'Source': 'HGNC', 'Reference': '19918'}, {'id': '163063', 'Source': 'Ensembl', 'Reference': 'ENSG00000164976'}, {'id': '163064', 'Source': 'SwissProt', 'Reference': 'Q6NSJ0'}, {'id': '163065', 'Source': 'OMIM', 'Reference': '618255'}], 'count': '4'}, {'ExternalReference': [{'id': '58605', 'Source': 'Ensembl', 'Reference': 'ENSG00000113721'}, {'id': '34923', 'Source': 'Genatlas', 'Reference': 'PDGFRB'}, {'id': '34926', 'Source': 'HGNC', 'Reference': '8804'}, {'id': '83028', 'Source': 'IUPHAR', 'Reference': '1804'}, {'id': '34924', 'Source': 'OMIM', 'Reference': '173410'}, {'id': '58606', 'Source': 'Reactome', 'Reference': 'P09619'}, {'id': '34925', 'Source': 'SwissProt', 'Reference': 'P09619'}], 'count': '7'}, {'ExternalReference': [{'id': '58944', 'Source': 'Ensembl', 'Reference': 'ENSG00000100311'}, {'id': '39582', 'Source': 'Genatlas', 'Reference': 'PDGFB'}, {'id': '39583', 'Source': 'HGNC', 'Reference': '8800'}, {'id': '39584', 'Source': 'OMIM', 'Reference': '190040'}, {'id': '58945', 'Source': 'Reactome', 'Reference': 'P01127'}, {'id': '39585', 'Source': 'SwissProt', 'Reference': 'P01127'}], 'count': '6'}, {'ExternalReference': [{'id': '61134', 'Source': 'OMIM', 'Reference': '158378'}, {'id': '83287', 'Source': 'Reactome', 'Reference': 'Q08357'}, {'id': '61136', 'Source': 'SwissProt', 'Reference': 'Q08357'}, {'id': '83288', 'Source': 'Ensembl', 'Reference': 'ENSG00000168575'}, {'id': '61135', 'Source': 'Genatlas', 'Reference': 'SLC20A2'}, {'id': '61133', 'Source': 'HGNC', 'Reference': '10947'}], 'count': '6'}, {'ExternalReference': [{'id': '95806', 'Source': 'Ensembl', 'Reference': 'ENSG00000143324'}, {'id': '95804', 'Source': 'Genatlas', 'Reference': 'XPR1'}, {'id': '95802', 'Source': 'HGNC', 'Reference': '12827'}, {'id': '95803', 'Source': 'OMIM', 'Reference': '605237'}, {'id': '95805', 'Source': 'SwissProt', 'Reference': 'Q9UBH6'}], 'count': '5'}]	['Disease-causing germline mutation(s) in', 'Disease-causing germline mutation(s) in', 'Disease-causing germline mutation(s) (loss of function) in', 'Disease-causing germline mutation(s) in', 'Disease-causing germline mutation(s) in']	['Assessed', 'Assessed', 'Assessed', 'Assessed', 'Assessed']
786	1997	Blepharo-cheilo-odontic syndrome	2	['catenin delta 1', 'cadherin 1']	[{'ExternalReference': [{'id': '131261', 'Source': 'HGNC', 'Reference': '2515'}, {'id': '132004', 'Source': 'OMIM', 'Reference': '601045'}, {'id': '132720', 'Source': 'SwissProt', 'Reference': 'O60716'}, {'id': '133997', 'Source': 'Ensembl', 'Reference': 'ENSG00000198561'}, {'id': '134242', 'Source': 'Reactome', 'Reference': 'O60716'}, {'id': '143521', 'Source': 'Genatlas', 'Reference': 'CTNND1'}], 'count': '6'}, {'ExternalReference': [{'id': '58918', 'Source': 'Ensembl', 'Reference': 'ENSG00000039068'}, {'id': '26429', 'Source': 'Genatlas', 'Reference': 'CDH1'}, {'id': '26427', 'Source': 'HGNC', 'Reference': '1748'}, {'id': '26426', 'Source': 'OMIM', 'Reference': '192090'}, {'id': '58919', 'Source': 'Reactome', 'Reference': 'P12830'}, {'id': '32387', 'Source': 'SwissProt', 'Reference': 'P12830'}], 'count': '6'}]	['Disease-causing germline mutation(s) (loss of function) in', 'Disease-causing germline mutation(s) (loss of function) in']	['Assessed', 'Assessed']
787	2348	Familial partial lipodystrophy, Dunnigan type	1	['lamin A/C']	[{'ExternalReference': [{'id': '57460', 'Source': 'Ensembl', 'Reference': 'ENSG00000160789'}, {'id': '30964', 'Source': 'Genatlas', 'Reference': 'LMNA'}, {'id': '30962', 'Source': 'HGNC', 'Reference': '6636'}, {'id': '30961', 'Source': 'OMIM', 'Reference': '150330'}, {'id': '57461', 'Source': 'Reactome', 'Reference': 'P02545'}, {'id': '33429', 'Source': 'SwissProt', 'Reference': 'P02545'}], 'count': '6'}]	['Disease-causing germline mutation(s) in']	['Assessed']
788	247768	Müllerian aplasia and hyperandrogenism	1	['Wnt family member 4']	[{'ExternalReference': [{'id': '60072', 'Source': 'Ensembl', 'Reference': 'ENSG00000162552'}, {'id': '27907', 'Source': 'Genatlas', 'Reference': 'WNT4'}, {'id': '27909', 'Source': 'HGNC', 'Reference': '12783'}, {'id': '27908', 'Source': 'OMIM', 'Reference': '603490'}, {'id': '60073', 'Source': 'Reactome', 'Reference': 'P56705'}, {'id': '32700', 'Source': 'SwissProt', 'Reference': 'P56705'}], 'count': '6'}]	['Disease-causing germline mutation(s) (loss of function) in']	['Assessed']
789	247790	FTH1-related iron overload	1	['ferritin heavy chain 1']	[{'ExternalReference': [{'id': '60463', 'Source': 'Ensembl', 'Reference': 'ENSG00000167996'}, {'id': '37070', 'Source': 'Genatlas', 'Reference': 'FTH1'}, {'id': '37072', 'Source': 'HGNC', 'Reference': '3976'}, {'id': '37071', 'Source': 'OMIM', 'Reference': '134770'}, {'id': '60464', 'Source': 'Reactome', 'Reference': 'P02794'}, {'id': '37073', 'Source': 'SwissProt', 'Reference': 'P02794'}], 'count': '6'}]	['Disease-causing germline mutation(s) in']	['Assessed']
790	247798	MUTYH-related attenuated familial adenomatous polyposis	1	['mutY DNA glycosylase']	[{'ExternalReference': [{'id': '56785', 'Source': 'Ensembl', 'Reference': 'ENSG00000132781'}, {'id': '31539', 'Source': 'Genatlas', 'Reference': 'MUTYH'}, {'id': '31541', 'Source': 'HGNC', 'Reference': '7527'}, {'id': '31540', 'Source': 'OMIM', 'Reference': '604933'}, {'id': '56786', 'Source': 'Reactome', 'Reference': 'Q9UIF7'}, {'id': '33555', 'Source': 'SwissProt', 'Reference': 'Q9UIF7'}], 'count': '6'}]	['Disease-causing germline mutation(s) in']	['Assessed']
791	247794	Juvenile cataract-microcornea-renal glucosuria syndrome	1	['solute carrier family 16 member 12']	[{'ExternalReference': [{'id': '60465', 'Source': 'Ensembl', 'Reference': 'ENSG00000152779'}, {'id': '35799', 'Source': 'Genatlas', 'Reference': 'SLC16A12'}, {'id': '41683', 'Source': 'HGNC', 'Reference': '23094'}, {'id': '35801', 'Source': 'OMIM', 'Reference': '611910'}, {'id': '35800', 'Source': 'SwissProt', 'Reference': 'Q6ZSM3'}], 'count': '5'}]	['Disease-causing germline mutation(s) in']	['Assessed']
792	247815	Autosomal recessive ataxia due to PEX10 deficiency	1	['peroxisomal biogenesis factor 10']	[{'ExternalReference': [{'id': '143152', 'Source': 'Reactome', 'Reference': 'O60683'}, {'id': '57023', 'Source': 'Ensembl', 'Reference': 'ENSG00000157911'}, {'id': '37559', 'Source': 'Genatlas', 'Reference': 'PEX10'}, {'id': '32242', 'Source': 'HGNC', 'Reference': '8851'}, {'id': '32241', 'Source': 'OMIM', 'Reference': '602859'}, {'id': '33742', 'Source': 'SwissProt', 'Reference': 'O60683'}], 'count': '6'}]	['Disease-causing germline mutation(s) in']	['Assessed']
793	247806	APC-related attenuated familial adenomatous polyposis	1	['APC regulator of WNT signaling pathway']	[{'ExternalReference': [{'id': '56783', 'Source': 'Ensembl', 'Reference': 'ENSG00000134982'}, {'id': '37174', 'Source': 'Genatlas', 'Reference': 'APC'}, {'id': '34017', 'Source': 'HGNC', 'Reference': '583'}, {'id': '51627', 'Source': 'OMIM', 'Reference': '611731'}, {'id': '56784', 'Source': 'Reactome', 'Reference': 'P25054'}, {'id': '33503', 'Source': 'SwissProt', 'Reference': 'P25054'}], 'count': '6'}]	['Disease-causing germline mutation(s) in']	['Assessed']
794	2363	Lacrimoauriculodentodigital syndrome	3	['fibroblast growth factor 10', 'fibroblast growth factor receptor 3', 'fibroblast growth factor receptor 2']	[{'ExternalReference': [{'id': '58191', 'Source': 'Ensembl', 'Reference': 'ENSG00000070193'}, {'id': '29415', 'Source': 'Genatlas', 'Reference': 'FGF10'}, {'id': '29417', 'Source': 'HGNC', 'Reference': '3666'}, {'id': '29416', 'Source': 'OMIM', 'Reference': '602115'}, {'id': '58192', 'Source': 'Reactome', 'Reference': 'O15520'}, {'id': '33057', 'Source': 'SwissProt', 'Reference': 'O15520'}], 'count': '6'}, {'ExternalReference': [{'id': '56891', 'Source': 'Ensembl', 'Reference': 'ENSG00000068078'}, {'id': '29458', 'Source': 'Genatlas', 'Reference': 'FGFR3'}, {'id': '29456', 'Source': 'HGNC', 'Reference': '3690'}, {'id': '82917', 'Source': 'IUPHAR', 'Reference': '1810'}, {'id': '29455', 'Source': 'OMIM', 'Reference': '134934'}, {'id': '56892', 'Source': 'Reactome', 'Reference': 'P22607'}, {'id': '33062', 'Source': 'SwissProt', 'Reference': 'P22607'}], 'count': '7'}, {'ExternalReference': [{'id': '57037', 'Source': 'Ensembl', 'Reference': 'ENSG00000066468'}, {'id': '33991', 'Source': 'Genatlas', 'Reference': 'FGFR2'}, {'id': '33993', 'Source': 'HGNC', 'Reference': '3689'}, {'id': '83025', 'Source': 'IUPHAR', 'Reference': '1809'}, {'id': '33992', 'Source': 'OMIM', 'Reference': '176943'}, {'id': '57038', 'Source': 'Reactome', 'Reference': 'P21802'}, {'id': '33994', 'Source': 'SwissProt', 'Reference': 'P21802'}], 'count': '7'}]	['Disease-causing germline mutation(s) in', 'Disease-causing germline mutation(s) in', 'Disease-causing germline mutation(s) in']	['Assessed', 'Assessed', 'Assessed']
795	247691	Retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations	1	['three prime repair exonuclease 1']	[{'ExternalReference': [{'id': '27574', 'Source': 'Genatlas', 'Reference': 'TREX1'}, {'id': '27572', 'Source': 'HGNC', 'Reference': '12269'}, {'id': '27571', 'Source': 'OMIM', 'Reference': '606609'}, {'id': '82838', 'Source': 'Reactome', 'Reference': 'Q9NSU2'}, {'id': '32628', 'Source': 'SwissProt', 'Reference': 'Q9NSU2'}, {'id': '58004', 'Source': 'Ensembl', 'Reference': 'ENSG00000213689'}], 'count': '6'}]	['Disease-causing germline mutation(s) in']	['Assessed']
796	2340	Keratosis follicularis spinulosa decalvans	3	['membrane bound transcription factor peptidase, site 2', 'spermidine/spermine N1-acetyltransferase 1', 'LDL receptor related protein 1']	[{'ExternalReference': [{'id': '58172', 'Source': 'Ensembl', 'Reference': 'ENSG00000012174'}, {'id': '41779', 'Source': 'Genatlas', 'Reference': 'MBTPS2'}, {'id': '41780', 'Source': 'HGNC', 'Reference': '15455'}, {'id': '41781', 'Source': 'OMIM', 'Reference': '300294'}, {'id': '58173', 'Source': 'Reactome', 'Reference': 'O43462'}, {'id': '43768', 'Source': 'SwissProt', 'Reference': 'O43462'}], 'count': '6'}, {'ExternalReference': [{'id': '94824', 'Source': 'Ensembl', 'Reference': 'ENSG00000130066'}, {'id': '94823', 'Source': 'Genatlas', 'Reference': 'SAT1'}, {'id': '94821', 'Source': 'HGNC', 'Reference': '10540'}, {'id': '94822', 'Source': 'OMIM', 'Reference': '313020'}, {'id': '94933', 'Source': 'Reactome', 'Reference': 'P21673'}, {'id': '94932', 'Source': 'SwissProt', 'Reference': 'P21673'}], 'count': '6'}, {'ExternalReference': [{'id': '98379', 'Source': 'Ensembl', 'Reference': 'ENSG00000123384'}, {'id': '98376', 'Source': 'Genatlas', 'Reference': 'LRP1'}, {'id': '98374', 'Source': 'HGNC', 'Reference': '6692'}, {'id': '98375', 'Source': 'OMIM', 'Reference': '107770'}, {'id': '98378', 'Source': 'Reactome', 'Reference': 'Q07954'}, {'id': '98377', 'Source': 'SwissProt', 'Reference': 'Q07954'}], 'count': '6'}]	['Disease-causing germline mutation(s) in', 'Candidate gene tested in', 'Disease-causing germline mutation(s) (loss of function) in']	['Assessed', 'Not yet assessed', 'Assessed']
797	247685	Odontohypophosphatasia	1	['alkaline phosphatase, biomineralization associated']	[{'ExternalReference': [{'id': '32475', 'Source': 'SwissProt', 'Reference': 'P05186'}, {'id': '60462', 'Source': 'Ensembl', 'Reference': 'ENSG00000162551'}, {'id': '26849', 'Source': 'Genatlas', 'Reference': 'ALPL'}, {'id': '26847', 'Source': 'HGNC', 'Reference': '438'}, {'id': '26846', 'Source': 'OMIM', 'Reference': '171760'}, {'id': '135047', 'Source': 'Reactome', 'Reference': 'P05186'}], 'count': '6'}]	['Disease-causing germline mutation(s) (loss of function) in']	['Assessed']
798	2342	Haim-Munk syndrome	1	['cathepsin C']	[{'ExternalReference': [{'id': '58190', 'Source': 'Ensembl', 'Reference': 'ENSG00000109861'}, {'id': '28355', 'Source': 'Genatlas', 'Reference': 'CTSC'}, {'id': '28353', 'Source': 'HGNC', 'Reference': '2528'}, {'id': '82873', 'Source': 'IUPHAR', 'Reference': '2344'}, {'id': '28352', 'Source': 'OMIM', 'Reference': '602365'}, {'id': '82872', 'Source': 'Reactome', 'Reference': 'P53634'}, {'id': '32833', 'Source': 'SwissProt', 'Reference': 'P53634'}], 'count': '7'}]	['Disease-causing germline mutation(s) in']	['Assessed']
799	247709	Multiple endocrine neoplasia type 2B	1	['ret proto-oncogene']	[{'ExternalReference': [{'id': '57517', 'Source': 'Ensembl', 'Reference': 'ENSG00000165731'}, {'id': '25384', 'Source': 'Genatlas', 'Reference': 'RET'}, {'id': '25386', 'Source': 'HGNC', 'Reference': '9967'}, {'id': '82759', 'Source': 'IUPHAR', 'Reference': '2185'}, {'id': '25385', 'Source': 'OMIM', 'Reference': '164761'}, {'id': '33724', 'Source': 'SwissProt', 'Reference': 'P07949'}, {'id': '100290', 'Source': 'Reactome', 'Reference': 'P07949'}], 'count': '7'}]	['Disease-causing germline mutation(s) in']	['Assessed']
800	247698	Multiple endocrine neoplasia type 2A	1	['ret proto-oncogene']	[{'ExternalReference': [{'id': '57517', 'Source': 'Ensembl', 'Reference': 'ENSG00000165731'}, {'id': '25384', 'Source': 'Genatlas', 'Reference': 'RET'}, {'id': '25386', 'Source': 'HGNC', 'Reference': '9967'}, {'id': '82759', 'Source': 'IUPHAR', 'Reference': '2185'}, {'id': '25385', 'Source': 'OMIM', 'Reference': '164761'}, {'id': '33724', 'Source': 'SwissProt', 'Reference': 'P07949'}, {'id': '100290', 'Source': 'Reactome', 'Reference': 'P07949'}], 'count': '7'}]	['Disease-causing germline mutation(s) in']	['Assessed']
801	485	Kniest dysplasia	1	['collagen type II alpha 1 chain']	[{'ExternalReference': [{'id': '57721', 'Source': 'Ensembl', 'Reference': 'ENSG00000139219'}, {'id': '28099', 'Source': 'Genatlas', 'Reference': 'COL2A1'}, {'id': '28101', 'Source': 'HGNC', 'Reference': '2200'}, {'id': '28100', 'Source': 'OMIM', 'Reference': '120140'}, {'id': '57722', 'Source': 'Reactome', 'Reference': 'P02458'}, {'id': '32741', 'Source': 'SwissProt', 'Reference': 'P02458'}], 'count': '6'}]	['Disease-causing germline mutation(s) in']	['Assessed']
802	247585	Citrullinemia type II	1	['solute carrier family 25 member 13']	[{'ExternalReference': [{'id': '60460', 'Source': 'Ensembl', 'Reference': 'ENSG00000004864'}, {'id': '25901', 'Source': 'Genatlas', 'Reference': 'SLC25A13'}, {'id': '25903', 'Source': 'HGNC', 'Reference': '10983'}, {'id': '25902', 'Source': 'OMIM', 'Reference': '603859'}, {'id': '60461', 'Source': 'Reactome', 'Reference': 'Q9UJS0'}, {'id': '33867', 'Source': 'SwissProt', 'Reference': 'Q9UJS0'}], 'count': '6'}]	['Disease-causing germline mutation(s) in']	['Assessed']
803	247598	Neonatal intrahepatic cholestasis due to citrin deficiency	1	['solute carrier family 25 member 13']	[{'ExternalReference': [{'id': '60460', 'Source': 'Ensembl', 'Reference': 'ENSG00000004864'}, {'id': '25901', 'Source': 'Genatlas', 'Reference': 'SLC25A13'}, {'id': '25903', 'Source': 'HGNC', 'Reference': '10983'}, {'id': '25902', 'Source': 'OMIM', 'Reference': '603859'}, {'id': '60461', 'Source': 'Reactome', 'Reference': 'Q9UJS0'}, {'id': '33867', 'Source': 'SwissProt', 'Reference': 'Q9UJS0'}], 'count': '6'}]	['Disease-causing germline mutation(s) in']	['Assessed']
804	2332	KBG syndrome	1	['ankyrin repeat domain 11']	[{'ExternalReference': [{'id': '58186', 'Source': 'Ensembl', 'Reference': 'ENSG00000167522'}, {'id': '53025', 'Source': 'Genatlas', 'Reference': 'ANKRD11'}, {'id': '53023', 'Source': 'HGNC', 'Reference': '21316'}, {'id': '53024', 'Source': 'OMIM', 'Reference': '611192'}, {'id': '53026', 'Source': 'SwissProt', 'Reference': 'Q6UB99'}], 'count': '5'}]	['Disease-causing germline mutation(s) in']	['Assessed']
805	247604	Juvenile primary lateral sclerosis	2	['alsin Rho guanine nucleotide exchange factor ALS2', 'ER lipid raft associated 2']	[{'ExternalReference': [{'id': '56787', 'Source': 'Ensembl', 'Reference': 'ENSG00000003393'}, {'id': '26851', 'Source': 'Genatlas', 'Reference': 'ALS2'}, {'id': '26853', 'Source': 'HGNC', 'Reference': '443'}, {'id': '26852', 'Source': 'OMIM', 'Reference': '606352'}, {'id': '32476', 'Source': 'SwissProt', 'Reference': 'Q96Q42'}, {'id': '126325', 'Source': 'Reactome', 'Reference': 'Q96Q42'}], 'count': '6'}, {'ExternalReference': [{'id': '100334', 'Source': 'Reactome', 'Reference': 'O94905'}, {'id': '60557', 'Source': 'Ensembl', 'Reference': 'ENSG00000147475'}, {'id': '54101', 'Source': 'Genatlas', 'Reference': 'ERLIN2'}, {'id': '54099', 'Source': 'HGNC', 'Reference': '1356'}, {'id': '54100', 'Source': 'OMIM', 'Reference': '611605'}, {'id': '54102', 'Source': 'SwissProt', 'Reference': 'O94905'}], 'count': '6'}]	['Disease-causing germline mutation(s) in', 'Disease-causing germline mutation(s) (loss of function) in']	['Assessed', 'Assessed']
806	247623	Perinatal lethal hypophosphatasia	1	['alkaline phosphatase, biomineralization associated']	[{'ExternalReference': [{'id': '32475', 'Source': 'SwissProt', 'Reference': 'P05186'}, {'id': '60462', 'Source': 'Ensembl', 'Reference': 'ENSG00000162551'}, {'id': '26849', 'Source': 'Genatlas', 'Reference': 'ALPL'}, {'id': '26847', 'Source': 'HGNC', 'Reference': '438'}, {'id': '26846', 'Source': 'OMIM', 'Reference': '171760'}, {'id': '135047', 'Source': 'Reactome', 'Reference': 'P05186'}], 'count': '6'}]	['Disease-causing germline mutation(s) (loss of function) in']	['Assessed']
807	247638	Prenatal benign hypophosphatasia	1	['alkaline phosphatase, biomineralization associated']	[{'ExternalReference': [{'id': '32475', 'Source': 'SwissProt', 'Reference': 'P05186'}, {'id': '60462', 'Source': 'Ensembl', 'Reference': 'ENSG00000162551'}, {'id': '26849', 'Source': 'Genatlas', 'Reference': 'ALPL'}, {'id': '26847', 'Source': 'HGNC', 'Reference': '438'}, {'id': '26846', 'Source': 'OMIM', 'Reference': '171760'}, {'id': '135047', 'Source': 'Reactome', 'Reference': 'P05186'}], 'count': '6'}]	['Disease-causing germline mutation(s) (loss of function) in']	['Assessed']
808	2337	Non-epidermolytic palmoplantar keratoderma	1	['aquaporin 5']	[{'ExternalReference': [{'id': '83973', 'Source': 'Ensembl', 'Reference': 'ENSG00000161798'}, {'id': '81401', 'Source': 'Genatlas', 'Reference': 'AQP5'}, {'id': '81399', 'Source': 'HGNC', 'Reference': '638'}, {'id': '81400', 'Source': 'OMIM', 'Reference': '600442'}, {'id': '83972', 'Source': 'Reactome', 'Reference': 'P55064'}, {'id': '81402', 'Source': 'SwissProt', 'Reference': 'P55064'}], 'count': '6'}]	['Disease-causing germline mutation(s) (gain of function) in']	['Assessed']
